,id,vote_average
915,85113,0.0
916,261459,6.5
917,277404,0.0
918,236572,4.9
919,277353,0.0
920,277353,0.0
921,271971,0.0
922,225034,0.0
923,51035,7.5
924,273970,0.0
925,8630,5.9
926,275223,8.0
927,97193,10.0
928,249761,0.0
929,250394,0.0
930,278937,0.0
931,280180,0.0
932,197220,4.0
933,278330,0.0
934,278925,0.0
935,11436,4.16
936,280774,0.0
937,277662,9.0
938,259653,0.0
939,280853,0.0
940,250830,0.0
941,240300,0.0
942,279958,0.0
943,280184,0.0
944,258034,4.0
945,278952,0.0
946,55282,6.5
947,208782,6.0
948,273520,0.0
949,245527,7.0
950,279414,0.0
951,279996,1.0
952,277849,0.0
953,270643,0.0
954,72908,3.55
955,279425,0.0
956,279117,0.0
957,279342,0.0
958,235768,0.0
959,279043,7.0
960,279342,0.0
961,235768,0.0
962,279043,7.0
963,279362,0.0
964,258241,0.0
965,280169,0.0
966,276379,0.0
967,277908,0.0
968,278311,0.0
969,278205,0.0
970,280006,0.0
971,278957,0.0
972,280645,0.0
973,276359,0.0
974,279632,0.0
975,280962,0.0
976,127868,0.0
977,13932,8.2
978,279849,0.0
979,278969,0.0
980,242599,10.0
981,259599,0.0
982,281024,0.0
983,280983,10.0
984,248248,0.0
985,279956,8.0
986,279438,0.0
987,281098,0.0
988,278409,0.0
989,278324,0.0
990,281157,0.0
991,281149,9.0
992,281142,0.0
993,281054,0.0
994,281323,0.0
995,281239,0.0
996,277488,0.0
997,278474,10.0
998,276079,0.0
999,274465,0.0
1000,206559,5.6
1001,249010,6.0
1002,256121,7.2
1003,257064,6.4
1004,257048,8.111
1005,235484,7.7
1006,233912,7.0
1007,13008,4.813
1008,261121,6.3
1009,235493,7.0
1010,262969,6.2
1011,262831,9.5
1012,72879,6.3
1013,237478,5.2
1014,36361,4.6
1015,273042,0.0
1016,273911,3.0
1017,112470,6.8
1018,81329,6.836
1019,276465,2.0
1020,273825,7.643
1021,247885,7.7
1022,248890,4.5
1023,911,6.63
1024,61818,5.4
1025,2527,4.1
1026,82708,4.8
1027,243512,8.3
1028,242722,6.9
1029,51096,8.7
1030,239526,6.2
1031,13945,5.9
1032,45789,6.0
1033,12409,6.4
1034,212907,7.512
1035,210865,8.438
1036,236994,8.2
1037,91759,5.35
1038,119316,7.357
1039,2912,6.8
1040,280113,7.0
1041,62022,5.3
1042,275474,6.0
1043,119316,7.357
1044,40229,3.0
1045,21502,6.5
1046,63452,7.6
1047,59022,6.4
1048,8514,7.479
1049,106168,9.0
1050,1900,5.488
1051,34634,7.0
1052,252373,6.4
1053,8872,6.8
1054,61780,8.5
1055,243117,5.7
1056,61511,7.5
1057,86714,4.5
1058,881,6.0
1059,259172,8.0
1060,86714,4.5
1061,259172,8.0
1062,1220,7.2
1063,62974,7.2
1064,70923,8.2
1065,240448,7.5
1066,234337,6.0
1067,278899,0.0
1068,25778,6.2
1069,261791,0.0
1070,210879,8.3
1071,14506,5.3
1072,14610,4.8
1073,259524,0.0
1074,85231,10.0
1075,220542,8.808
1076,242099,6.7
1077,987,5.7
1078,262364,0.0
1079,262871,0.0
1080,2051,6.1
1081,66502,5.7
1082,220150,8.836
1083,72184,6.0
1084,257790,0.0
1085,136166,5.1
1086,243083,9.0
1087,1054,6.8
1088,215092,7.3
1089,240605,7.0
1090,123542,8.2
1091,214461,7.0
1092,157004,7.2
1093,260716,1.0
1094,103960,6.0
1095,197906,7.2
1096,158630,0.0
1097,207468,8.575
1098,238680,8.0
1099,194916,8.3
1100,238680,8.0
1101,194916,8.3
1102,229192,9.7
1103,226688,7.7
1104,4775,7.67
1105,201478,6.7
1106,215307,8.3
1107,121290,3.8
1108,210708,9.0
1109,153870,7.5
1110,233100,10.0
1111,274634,7.5
1112,19996,4.7
1113,137640,6.0
1114,38409,6.2
1115,114439,4.9
1116,203616,6.7
1117,135137,1.0
1118,239962,7.0
1119,98665,8.5
1120,242476,4.5
1121,766,5.5
1122,30810,6.6
1123,240125,6.0
1124,278913,0.0
1125,1549,7.4
1126,78743,10.0
1127,258228,0.0
1128,279257,0.0
1129,9307,7.0
1130,279366,0.0
1131,20090,6.5
1132,235893,0.0
1133,114885,6.389
1134,279103,0.0
1135,114899,5.0
1136,217472,8.5
1137,252649,9.7
1138,240992,7.2
1139,155660,8.0
1140,270723,6.0
1141,255548,5.7
1142,260822,0.0
1143,1265,7.4
1144,5467,3.0
1145,249964,0.0
1146,205594,8.8
1147,280104,7.0
1148,76300,7.6
1149,114193,6.667
1150,221905,7.4
1151,81492,6.0
1152,251647,0.0
1153,256725,0.0
1154,201836,7.8
1155,258680,0.0
1156,212333,8.0
1157,107116,7.2
1158,62247,6.6
1159,278887,8.0
1160,107116,7.2
1161,62247,6.6
1162,241279,0.0
1163,278887,8.0
1164,279412,0.0
1165,106793,3.0
1166,88639,9.0
1167,258963,0.0
1168,217440,8.0
1169,242682,0.0
1170,217745,6.3
1171,228669,5.7
1172,63367,7.3
1173,259844,0.0
1174,256104,9.0
1175,253896,6.2
1176,249031,0.0
1177,104610,1.0
1178,280426,0.0
1179,253030,0.0
1180,280426,0.0
1181,206386,7.1
1182,238738,0.0
1183,202304,6.8
1184,204646,7.7
1185,276255,0.0
1186,115528,7.0
1187,71761,7.6
1188,236370,9.1
1189,242279,7.0
1190,270855,7.0
1191,201857,6.5
1192,280749,0.0
1193,116785,6.0
1194,254645,0.0
1195,85113,0.0
1196,261459,6.5
1197,277404,0.0
1198,236572,4.9
1199,277353,0.0
1200,277353,0.0
1201,271971,0.0
1202,225034,0.0
1203,51035,7.5
1204,273970,0.0
1205,8630,5.9
1206,275223,8.0
1207,97193,10.0
1208,249761,0.0
1209,250394,0.0
1210,278937,0.0
1211,280180,0.0
1212,197220,4.0
1213,278330,0.0
1214,278925,0.0
1215,11436,4.16
1216,280774,0.0
1217,277662,9.0
1218,259653,0.0
1219,280853,0.0
1220,250830,0.0
1221,240300,0.0
1222,279958,0.0
1223,280184,0.0
1224,258034,4.0
1225,278952,0.0
1226,55282,6.5
1227,208782,6.0
1228,273520,0.0
1229,245527,7.0
1230,279414,0.0
1231,279996,1.0
1232,277849,0.0
1233,270643,0.0
1234,72908,3.55
1235,279425,0.0
1236,279117,0.0
1237,279342,0.0
1238,235768,0.0
1239,279043,7.0
1240,279342,0.0
1241,235768,0.0
1242,279043,7.0
1243,279362,0.0
1244,258241,0.0
1245,280169,0.0
1246,276379,0.0
1247,277908,0.0
1248,278311,0.0
1249,278205,0.0
1250,280006,0.0
1251,278957,0.0
1252,280645,0.0
1253,276359,0.0
1254,279632,0.0
1255,280962,0.0
1256,127868,0.0
1257,13932,8.2
1258,279849,0.0
1259,278969,0.0
1260,242599,10.0
1261,259599,0.0
1262,281024,0.0
1263,280983,10.0
1264,248248,0.0
1265,279956,8.0
1266,279438,0.0
1267,281098,0.0
1268,278409,0.0
1269,278324,0.0
1270,281157,0.0
1271,281149,9.0
1272,281142,0.0
1273,281054,0.0
1274,281323,0.0
1275,281239,0.0
1276,277488,0.0
1277,278474,10.0
1278,276079,0.0
1279,274465,0.0
